,name,preprocessed
1259,티아고,"['루카 모드리치', '루드 굴리트', '샤비 토레스', '미하엘 발락']"
1260,티아구 실바,"['라파엘 바란', '다비드 실바', '파올로 말디니', '세르히오 라모스', 'F. 칸나바로']"
1261,티아구 일로리,['C. 아자퐁']
1262,티에리 앙리,"['크리스티아누 호날두', '해리 케인', '네이마르 Jr.', '호나우두']"
1263,파레호,"['마르코스 알론소', 'A. 발렌시아', '토니 빌레나', '루카 모드리치', '루드 굴리트']"
1264,파벨 네드베드,"['네이마르 Jr.', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1265,파블로 마페오,['맷 리치']
1266,파블로 사라비아,"['레온 고레츠카', '홍철', '네이마르 Jr.', '알렉스 산드루', '루드 굴리트']"
1267,파블로 포르날스,"['라파엘 바란', '크리스티아누 호날두', '후안프란', '세르히오 라모스', 'F. 칸나바로']"
1268,파블로 피아티,"['리오넬 메시', '마리오 가스파르', 'A. 발렌시아']"
1269,파비뉴,"['사미 케디라', '파올로 말디니', 'P. 비에이라', '에마뉘엘 프티']"
1270,파비안,"['사울', '코케', '레온 고레츠카', '조지 베스트', '루드 굴리트']"
1271,파비안 벤코,"['닉 포프', '가레스 베일', 'I. 사르']"
1272,파비안 셰어,"['아리언 로번', '킬리안 음바페', '후벵 디아스', '네이마르 Jr.', '비니시우스 주니어']"
1273,파비오 보리니,['A. 델피에로']
1274,파비우,"['하파엘', '네이마르 Jr.', '킬리안 음바페', '리오넬 메시']"
1275,파비우 코엔트랑,"['마르셀루', '리오넬 메시', '유리 베르치체']"
1276,파올로 말디니,"['이정수', '라파엘 바란', '세르히오 라모스', 'P. 비에이라']"
1277,파우 로페스,"['에딘 제코', '니코 슐츠', '조던 모리스', '해리 케인', '알렉스 산드루']"
1278,파우지 굴람,"['마르코스 로호', '마츠 후멜스', '라파엘 바란', '니코 슐츠', '파올로 말디니']"
1279,파울로 디발라,"['에덴 아자르', '크리스티아누 호날두', '네이마르 Jr.', '리오넬 메시', '루드 굴리트']"
1280,파울루 푸트리,"['에덴 아자르', '네이마르 Jr.', 'D. 마라도나', '리오넬 메시', '티에리 앙리']"
1281,파울리뉴,"['아르투로 비달', 'O. 솔샤르', '웨인 루니', '에마뉘엘 프티']"
1282,파체코,"['S. 아구에로', '크리스티아누 호날두', 'M. 발로텔리', '라울', '티에리 앙리']"
1283,파코 알카세르,"['에데르', 'L. 마테우스', '데헤아', 'A. 베고비치', '폴 포그바']"
1284,팔렌티노 뮐러,['다비드 비야']
1285,팔카오,"['S. 아구에로', 'L. 수아레스', 'H. 크레스포', '웨인 루니']"
1286,페드로,"['모하메드 살라', '에덴 아자르', '리오넬 메시', '윌리안']"
1287,페드로 오비앙,"['P. 비에이라', '에릭 바이', '페드로', '존 오비 미켈', 'J. 마스체라노']"
1288,페드로 포로,"['라파엘 바란', '소크라티스', '다비드 루이스', 'P. 비에이라']"
1289,페란 토레스,"['C. 푸욜', '라파엘 바란', '맥스 에런스', '루드 굴리트', 'F. 칸나바로']"
1290,페르난도 가고,"['루카 모드리치', '루드 굴리트', '로랑 블랑']"
1291,페르난도 모리엔테스,"['페르난도 토레스', '해리 케인', '루드 굴리트', 'R. 푸네스 모리', '곤살로 이과인']"
1292,페르난도 이에로,"['니콜라 페페', 'P. 비에이라', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
1293,페르난도 토레스,"['S. 아구에로', '스티븐 제라드', '호나우두', '티에리 앙리']"
1294,페르난두,['뱅상 콤파니']
1295,페르난지뉴,"['에마뉘엘 프티', '카를로스 바카', 'P. 비에이라', '미하엘 발락']"
1296,페를랑 멘디,"['은골로 캉테', '리오넬 메시', '시오 월콧', '마르셀루']"
1297,페시치,"['박지수', '홍정호', '곽광선', '김민재', '강민수']"
1298,페이비언 델프,"['다닐루', '페를랑 멘디', '파올로 말디니', '카일 워커']"
1299,페이비언 존슨,"['A. 발렌시아', '차두리', '홍철', '카일 워커', '브루누 알베스']"
1300,페터 슈마이켈,"['P. 비에이라', 'K. 슈마이켈', '에마뉘엘 프티', '데헤아', '티보 쿠르투아']"
1301,페테르 굴라치,"['윌프리드 자하', '에우제비우', '네이마르 Jr.', '사뮈엘 움티티', '리오넬 메시']"
1302,페트르 체흐,"['베른트 레노', '케파', '티보 쿠르투아', '데헤아']"
1303,페페,"['은골로 캉테', '니콜라 페페', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
1304,페페 레이나,"['아르투로 비달', '안드레아 폴리', '루드 굴리트', '니콜라 페페']"
1305,펠레,"['리오넬 메시', 'D. 마라도나', '네이마르 Jr.', '루드 굴리트']"
1306,펠리피,"['디에고 고딘', '루이스 펠리피', '루드 굴리트', '포르투', '호나우두']"
1307,펠리피 안데르송,"['은골로 캉테', 'P. 비에이라', '에마뉘엘 프티', '레온 고레츠카', '라자 나잉골란']"
1308,폴 디코프,"['리오넬 메시', '마이클 오언', '호나우두']"
1309,폴 리롤라,"['테오', '주앙 칸셀루', '라파엘 바란', '가브리엘', '카일 워커']"
1310,폴 스콜스,"['폴 포그바', 'M. 클로제', '소크라테스', '루드 굴리트']"
1311,폴 아리올라,['닉 포프']
1312,폴 포그바,"['에마뉘엘 프티', '루드 굴리트', 'P. 비에이라', '미하엘 발락']"
1313,프란 메리다,"['리스 넬슨', '페를랑 멘디', '홍철', '조르디 알바', '알렉스 산드루']"
1314,프랑코 디산토,"['브릴 엠볼로', 'H. 크레스포', '카스퍼 돌베르', '피터 크라우치', '라울']"
1315,프랑코 바레시,"['F. 칸나바로', '야프 스탐', 'A. 네스타', 'F. 레이카르트', '파올로 말디니']"
1316,프랑코 세르비,['리언 발로군']
1317,프랑크 더부르,"['보비 무어', '디에고 고딘', '도안 리쓰', '로랑 블랑', '베론']"
1318,프랑크 리베리,"['리오넬 메시', 'D. 마라도나', '에덴 아자르', '네이마르 Jr.']"
1319,프랭크 램파드,"['스티븐 제라드', '에마뉘엘 프티', '루드 굴리트', '미하엘 발락']"
1320,프레드,"['폴 포그바', '에마뉘엘 프티', '은골로 캉테', '호나우두']"
1321,프레디 과린,"['P. 비에이라', '루드 굴리트', '포르투', '에마뉘엘 프티']"
1322,프레디 융베리,"['C. 피사로', 'A. 산체스', '오카자키 신지', '시오 월콧', '제이미 바디']"
1323,프렝키 더용,"['세르지오 부스케츠', '아르투로 비달', '나이젤 더용', '루카 모드리치', '루드 굴리트']"
1324,플로리앙 토뱅,"['에딘손 카바니', '가레스 베일', '킬리안 음바페', '리오넬 메시']"
1325,피지,"['코케', '레온 고레츠카', '세스크 파브레가스', '네이마르 Jr.', '루드 굴리트']"
1326,피카요 토모리,"['커트 주마', '라파엘 바란', '마르셀 드사이', '파올로 말디니', 'R. 푸네스 모리']"
1327,피케,"['C. 푸욜', '세르히오 라모스', '파올로 말디니', '로랑 블랑']"
1328,피터 크라우치,"['로만 뷔어키', '루카스 모라', '얀 콜러', '마이클 오언']"
1329,필 자기엘카,['에덴 아자르']
1330,필 존스,"['야프 스탐', '모야', '제롬 보아텡', 'A. 발렌시아']"
1331,필 포든,['졸리언 레스콧']
1332,필리포 인자기,"['크리스티아누 호날두', 'H. 크레스포', '알레샨드리 파투', 'A. 델피에로']"
1333,필리피 루이스,"['다비드 루이스', '도안 리쓰', '후안프란', '케빈 트라프', '팔카오']"
1334,하미레스,"['루드 굴리트', '은골로 캉테', 'P. 비에이라', '에마뉘엘 프티']"
1335,하비 가르시아,['피케']
1336,하비 로페스,"['커트 주마', '다비드 루이스', '라파엘 바란', 'P. 비에이라']"
1337,하비 마르티네스,"['제롬 보아텡', 'P. 비에이라', '세르지오 부스케츠', '로랑 블랑', '하비 가르시아']"
1338,하비 반스,"['크리스티아누 호날두', '엠레 잔', '윌리앙 주제', 'P. 레초스', '루드 굴리트']"
1339,하석주,"['리오넬 메시', '홍철', '루드 굴리트', '이영표']"
1340,하세베 마코토,"['이영표', '가가와 신지', '홍철', '조르디 알바', '호르디 마시프']"
1341,하울,"['하미레스', 'P. 비에이라', '에마뉘엘 프티', '스티븐 제라드', '무사 뎀벨레']"
1342,하칸 찰하놀루,['티모 베르너']
1343,하킴 지예시,"['피케', 'P. 킴펨베', '사뮈엘 움티티', '파블로 마리', '호나우두']"
1344,하파,"['잔루이지 부폰', '루이스 피구', '마티아 페린', '리스 넬슨', '펠레']"
1345,하파엘,"['파비우', '루크 쇼', '알렉스 메레트', 'A. 발렌시아']"
1346,하파엘 레앙,"['퀸시 프로머스', '잔프랑코 졸라', '루드 굴리트']"
1347,하파엘 톨로이,"['잔루이지 부폰', '잔프랑코 졸라', 'A. 아레올라', '티보 쿠르투아']"
1348,하파엘리투 안주스,"['에덴 아자르', '산티 미나', 'A. 산체스']"
1349,하피냐,"['에릭 바이', '해리 윙크스', '윌리앙 주제', '파비뉴', '파올로 말디니']"
1350,한스 바나컨,"['데니스 수아레스', 'L. 수아레스', '리오넬 메시']"
1351,한스 하테부르,"['아단', '티보 쿠르투아']"
1352,해리 매과이어,"['리스 넬슨', '페드로', '케일러 나바스', '루드 굴리트', '윌리안']"
1353,해리 윙크스,['올리비에 지루']
1354,해리 케인,"['크리스티아누 호날두', '호나우두', '루드 굴리트', '티에리 앙리']"
1355,허정무,"['은골로 캉테', '김남일', 'L. 마테우스', '지네딘 지단', '루드 굴리트']"
1356,헐크,"['S. 아구에로', '가레스 베일', '리오넬 메시', '호나우두']"
1357,헤나투 산시스,"['파벨 네드베드', 'P. 비에이라', '에마뉘엘 프티', 'L. 마테우스', '루드 굴리트']"
1358,헤나투 아우구스투,"['로스 바클리', '지네딘 지단', '티보 쿠르투아', '페트르 체흐', '가야']"
1359,헤낭 로지,"['조르디 알바', '마르셀루', '주앙 펠릭스']"
1360,헤로니모 룰리,"['커트 주마', '마르코스 요렌테', '로베르토 바조', '카를로스 바카', '마누 바예호']"
1361,헤르만 페첼라,"['후안 마타', '네이마르 Jr.']"
1362,헤세,['마르코스 요렌테']
1363,헤수스 나바스,"['라힘 스털링', '루이스 피구', '호아킨', '케일러 나바스', '페드로 포로']"
1364,헤수스 코로나,['포르투']
1365,헨릭 라르손,"['라힘 스털링', 'S. 아구에로', '저메인 데포', '루드 굴리트', '티에리 앙리']"
1366,현영민,"['홍철', '루크 쇼', '신홍기', '김태영']"
1367,호나우두,"['크리스티아누 호날두', '해리 케인', '루드 굴리트', '티에리 앙리']"
1368,호나우지뉴,"['네이마르 Jr.', '리오넬 메시', '펠레', '루드 굴리트']"
1369,호니 로페스,['디에고 데메']
1370,호드리구,"['에덴 아자르', '레길론', '다니엘 바스', '마르셀루', '브루누 알베스']"
1371,호르디 마시프,"['은골로 캉테', 'P. 비에이라', '에마뉘엘 프티', '레온 고레츠카', '폴 포그바']"
1372,호르헤 메레,"['윌리앙 주제', '네이마르 Jr.', '시모네 차차', '리오넬 메시', '루드 굴리트']"
1373,호르헤 몰리나,['A. 발렌시아']
1374,호베르투 카를루스,"['은골로 캉테', 'P. 비에이라', '에마뉘엘 프티', '홍철', '카를로스 바카']"
1375,호베르투 피르미누,"['사디오 마네', 'M. 발로텔리', '모하메드 살라', '산티 미나']"
1376,호세 소사,"['레온 고레츠카', '도안 리쓰', '루드 굴리트']"
1377,호스베르투 도라두,"['로리 베레타', '호나우두']"
1378,호아킨,"['라이언 긱스', '조지 베스트', '루이스 피구']"
1379,호아킨 코레아,"['H. 크레스포', '치로 임모빌레', '미셸 보름', '폴 포그바', '앙헬 코레아']"
1380,홀란두,['손흥민']
1381,홍명보,"['이정수', 'P. 비에이라', '파올로 말디니', '에마뉘엘 프티']"
1382,홍정호,"['김민재', '안드레아 폴리', '김영권', '파올로 말디니']"
1383,홍철,"['조르디 알바', '알렉스 산드루', '카일 워커', '로멜루 루카쿠']"
1384,황선홍,"['안정환', '최용수', '차범근', '얀 콜러']"
1385,황순민,['이정협']
1386,황의조,"['페르난도 토레스', 'H. 크레스포', '호나우두', '손흥민']"
1387,황인범,"['구자철', '폴 스콜스', '이청용', '정승원', '이승우']"
1388,황지수,"['가레스 베일', '고무열', '염기훈', '손흥민']"
1389,황현수,['장현수']
1390,황희찬,"['은골로 캉테', '페르난도 토레스', 'S. 아구에로', '황의조', '마르코 로이스']"
1391,후벵 네베스,['리오넬 메시']
1392,후벵 디아스,"['랜던 도노번', '아루나 코네']"
1393,후벵 비나그르,['피케']
1394,후셈 아우아르,"['테오', '페를랑 멘디', '폴 포그바', '루카 모드리치', '알렉스 산드루']"
1395,후안 마타,"['가레스 베일', '루이스 피구', '리오넬 메시']"
1396,후안 베르나트,"['뤼카 디뉴', '조르디 알바', '다비드 알라바']"
1397,후안 콰드라도,"['닉 포프', '알반 라퐁', '리스 넬슨', 'A. 아레올라', '티보 쿠르투아']"
1398,후안프란,"['조르디 알바', '에덴 아자르', '네이마르 Jr.', '파올로 말디니']"
1399,후이 코스타,"['K. 슈마이켈', '메수트 외질', '네이마르 Jr.', '히바우두', '루드 굴리트']"
1400,후이 파트리시우,"['G. 키엘리니', '루드 굴리트', '파올로 말디니', 'F. 칸나바로']"
1401,히바우두,"['가레스 베일', '라울', '요한 크루이프', '루드 굴리트']"
1402,히샤를리송,"['프랭크 램파드', '로스 바클리', '루드 굴리트', '미하엘 발락']"
1403,히카르두 굴라르,"['폴 포그바', '쿠티뉴', '페드로 포로']"
1404,히카르두 오르타,"['데헤아', '카시야스', 'A. 베고비치', '케일러 나바스', '페트르 체흐']"
1405,히카르두 페레이라,"['뤼카 디뉴', '얀 베르통언', '홍철', '마르셀루', '파올로 말디니']"
